#1PLOTGEOM**USRBIN recreation 41                                                            
# Origin and axis parameters
#  X0PICT=  -0.10000E+02  Y0PICT=  -0.10000E+02  Z0PICT=   0.10000E+02
#  X1PICT=   0.10000E+02  Y1PICT=   0.10000E+02  Z1PICT=   0.10000E+02
#  TYX=   0.00000E+00 TYY=   0.10000E+01 TYZ=   0.00000E+00
#  TXX=   0.10000E+01 TXY=   0.00000E+00 TXZ=   0.00000E+00
#  XAXLEN=   0.20000E+02 YAXLEN=   0.20000E+02
-10.000001 -9.990005 -10 -9.990004 10.00001
-10.000001 9.99999 -10 9.999991 10.00001

9.99999 -9.990005 9.999991 -9.990004 10.00001
9.99999 9.99999 9.999991 9.999991 10.00001

-9.990005 -10.000001 -9.990004 -10 10.00001
9.99999 -10.000001 9.999991 -10 10.00001

-9.990005 9.99999 -9.990004 9.999991 10.00001
9.99999 9.99999 9.999991 9.999991 10.00001
9.99999 9.99999 9.999991 9.999991 10.00001


-10.00001 -10.00001 -10.000009 -10.000009 10.00001 3 27 0 0 0 0
0 -10.00001 1e-06 -10.000009 10.00001 3 27 0 0 0 0

-10.00001 0 -10.000009 1e-06 10.00001 3 27 0 0 0 0
0 0 1e-06 1e-06 10.00001 3 27 0 0 0 0



-5 -5 -5 -5 10 TARGET1 Brass
